Mar 20 2014	22391
Mar 21 2014	21166
Mar 22 2014	19194
Mar 23 2014	21223
Mar 24 2014	20570
Mar 25 2014	21326
Mar 26 2014	21430
Mar 27 2014	20742
Mar 28 2014	21123
Mar 29 2014	20008
Mar 30 2014	21423
Mar 31 2014	21698
May 01 2014	21089
May 02 2014	20222
May 03 2014	19583
May 04 2014	20747
May 05 2014	21447
May 06 2014	20850
May 07 2014	22913
May 08 2014	22263
May 09 2014	22216
May 10 2014	19727
May 11 2014	19860
May 12 2014	20951
May 13 2014	21826
May 14 2014	23652
May 15 2014	25519
May 16 2014	22233
May 17 2014	21570
May 18 2014	23050
May 19 2014	23329
May 20 2014	22731
May 21 2014	23562
May 22 2014	22235
May 23 2014	21153
May 24 2014	19508
May 25 2014	20522
May 26 2014	21149
May 27 2014	23370
May 28 2014	25596
May 29 2014	23894
May 30 2014	22479
May 31 2014	21043
Nov 01 2014	17254
Nov 02 2014	18646
Nov 03 2014	18041
Nov 04 2014	19259
Nov 05 2014	18635
Nov 06 2014	17946
Nov 07 2014	17877
Nov 08 2014	21074
Nov 09 2014	23000
Nov 10 2014	18508
Nov 11 2014	19480
Nov 12 2014	17658
Nov 13 2014	17647
Nov 14 2014	19024
Nov 15 2014	19519
Nov 16 2014	19773
Nov 17 2014	19440
Nov 18 2014	19910
Nov 19 2014	18757
Nov 20 2014	19359
Nov 21 2014	23317
Nov 22 2014	19309
Nov 23 2014	19763
Nov 24 2014	20001
Nov 25 2014	22661
Nov 26 2014	20706
Nov 27 2014	22764
Nov 28 2014	19534
Nov 29 2014	19730
Nov 30 2014	20416
Oct 01 2013	1
Oct 01 2014	17935
Oct 02 2014	17600
Oct 03 2014	17389
Oct 04 2014	17392
Oct 05 2014	17588
Oct 06 2014	17497
Oct 07 2014	20597
Oct 08 2014	20361
Oct 09 2014	18515
Oct 10 2014	17876
Oct 11 2014	16039
Oct 12 2014	18908
Oct 13 2014	18628
Oct 14 2014	19744
Oct 15 2014	22412
Oct 16 2014	17882
Oct 17 2014	17926
Oct 18 2014	16322
Oct 19 2014	17934
Oct 20 2014	19251
Oct 21 2014	18736
Oct 22 2014	17843
Oct 23 2014	18493
Oct 24 2014	17775
Oct 25 2014	20412
Oct 26 2014	19027
Oct 27 2014	18328
Oct 28 2014	18087
Oct 29 2014	18360
Oct 30 2014	17452
Oct 31 2014	18370
Sep 01 2014	21487
Sep 02 2014	21498
Sep 03 2014	21445
Sep 04 2014	21749
Sep 05 2014	21160
Sep 06 2014	20962
Sep 07 2014	23779
Sep 08 2014	20200
Sep 09 2014	20148
Sep 10 2014	19963
Sep 11 2014	22766
Sep 12 2014	22051
Sep 13 2014	19803
Sep 14 2014	20030
Sep 15 2014	19535
Sep 16 2014	19811
Sep 17 2014	18688
Sep 18 2014	17407
Sep 19 2014	16626
Sep 20 2014	16373
Sep 21 2014	20577
Sep 22 2014	16963
Sep 23 2014	17359
Sep 24 2014	17734
Sep 25 2014	16839
Sep 26 2014	16757
Sep 27 2014	17217
Sep 28 2014	17515
Sep 29 2014	18020
Sep 30 2014	17337
Success	6080302
Total Tweets	6080302
